1988	अपना जर्नल शुरू कीजिए
1989	कोई याद लिखिए, शिशु के लिए कुछ नोट कीजिए, फ़ोटो जोड़िए या अपनी आवाज़ रिकॉर्ड कीजिए। सब यहीं आपके पास रहेगा।
1990	वॉइस नोट
1991	अपने शिशु को सुनाइए
1992	वही शब्द जो वे पढ़ रही हैं — उन्हें बंप के पास बोलकर सुनाइए। आपकी आवाज़ शिशु पहले से पहचानता है।
1993	अभी कुछ नहीं चुना — आध्यात्मिक पाठ वे अपने ऐप में चुनती हैं, और वह यहाँ आपके लिए आ जाता है।
1994	सेव करें
1995	आपके लिए, पापा
1996	पाठ
1997	उनके बारे में, शिशु के बारे में, और साथ कैसे देना है — छोटे पाठ।
1998	लेख
1999	शोध का सार
2000	किताबों का सार
2001	कहानियाँ, नीति-कथाएँ और पुराण
2002	बंप के पास बोलकर सुनाने की कहानियाँ
2003	विषय-सूची
2004	पढ़ रहे हैं
2005	पाठ
2006	यह क्यों मायने रखता है
2007	शोध आसान भाषा में
2008	मिथक बनाम सच
2009	पढ़ने की सेटिंग
2010	आपके बोलकर सुनाने के लिए
2011	बोलकर पढ़िए — आवाज़ को चढ़ने-उतरने दीजिए
2012	सीख
2013	पापा की ओर से
2014	कुछ शांत मिनट, पूरी तरह ठहरे हुए।
2015	अभी कुछ नहीं चुना। शिशु को क्या सुनाना है, यह चुनने के लिए "अपने हिसाब से" दबाइए।
2016	हो गया
2017	जन्म के बाद
2018	शिशु आ गया? परवरिश वाले ऐप में चलिए
2019	सबसे बेहतर
2020	कम दाम
2021	प्रीमियम
2022	कोमल
2023	नवजात
2024	आप + पापा
2025	यादें
2026	सहेजने लायक़ निशानियाँ
2027	सबसे ख़ास पलों के लिए एक सुंदर कार्ड बनाइए।
2028	मेरी यादें
2029	अपनी जानकारी भरिए — नाम के अलावा सब कुछ आपकी मर्ज़ी।
2030	फ़ोटो जोड़िए (ज़रूरी नहीं)
2031	बाद में ज़ूम और जगह ठीक कर सकते हैं
2032	ज़ूम के लिए दो उँगलियाँ · जगह बदलने के लिए खींचिए
2033	बदलिए
2034	हटाइए
2035	टेम्पलेट देखिए
2036	टेम्पलेट चुनिए
2037	ParentVeda को अपने हिसाब से बनाइए
2038	यहाँ कुछ भी ज़रूरी नहीं, और सब कुछ बाद में बदला जा सकता है। हर जवाब बस ParentVeda को यह तय करने में मदद करता है कि पहले क्या दिखाए — यह कभी कुछ छिपाता नहीं, न चीज़ें इधर-उधर करता है।
2039	आपके जवाब आपके फ़ोन और आपके अपने ParentVeda खाते में रहते हैं। इनसे बस यह चुना जाता है कि आपको क्या दिखाया जाए — यह कभी तय नहीं करता कि आपको कौन से फ़ीचर मिलेंगे।
2040	जन्म की तैयारी की क्लास
