By now, all of my major organs have formed, and this week they're beginning to work together as a team. None of them can do their full jobs on their own yet, but this teamwork is an important step. From here, it's less about building new parts and more about everything maturing together.	अब तक मेरे सभी बड़े अंग बन चुके हैं, और इस हफ़्ते वे एक टीम की तरह साथ काम करने लगे हैं। कोई भी अभी अकेले अपना पूरा काम नहीं कर सकता, पर यह तालमेल एक ज़रूरी क़दम है। यहाँ से बात नए हिस्से बनाने की कम है, और सबके साथ-साथ पकने की ज़्यादा।	Ab tak mere sabhi bade organs ban chuke hain, aur is hafte woh ek team ki tarah saath kaam karna shuru kar rahe hain. Koi bhi abhi akela apna poora kaam nahi kar sakta, par yeh teamwork ek zaroori kadam hai. Yahan se, baat naye hisse banane se zyada sab kuch saath-saath pakne ki hai.
My brain keeps producing new nerve cells at an incredible rate this week, roughly 250,000 every single minute. This pace will continue throughout the rest of pregnancy, eventually building the complex web of connections behind everything I'll one day think, feel and do.	इस हफ़्ते मेरा दिमाग़ ग़ज़ब की रफ़्तार से नई तंत्रिका कोशिकाएँ बना रहा है — लगभग 2,50,000 हर एक मिनट। यह रफ़्तार बाक़ी पूरी गर्भावस्था चलती रहेगी, और आगे चलकर जुड़ावों का वह पेचीदा जाल बुनेगी, जिसके पीछे एक दिन मेरा हर सोचना, हर महसूस करना और हर काम होगा।	Is hafte mera brain gazab ki raftaar se naye nerve cells banata ja raha hai, lagbhag 2,50,000 har ek minute. Yeh raftaar baaki pregnancy bhar jaari rahegi, aur aage chalkar connections ka woh pecheeda jaal banayegi jo mere har sochne, mehsoos karne aur karne ke peeche hoga.
Week 10 often marks a turning point, and for many women, symptoms start easing over the coming weeks as you near the end of the first trimester. Nausea, fatigue and headaches may still be strong right now, and some women notice new discomforts too, such as brief sharp twinges low in the belly as the uterus grows and the supporting tissues stretch. Others may already feel their symptoms beginning to lift. Whichever way it goes for you, it's completely normal. You're almost through the trickiest stretch, and many women start to feel more like themselves again very soon.	हफ़्ता 10 अक्सर एक मोड़ होता है, और बहुत सी महिलाओं के लिए आने वाले हफ़्तों में लक्षण हल्के पड़ने लगते हैं, जैसे-जैसे आप पहली तिमाही के अंत के क़रीब आती हैं। मतली, थकान और सिर दर्द अभी भी तेज़ हो सकते हैं, और कुछ महिलाओं को नई तकलीफ़ें भी महसूस होती हैं — जैसे पेट के निचले हिस्से में पल भर की तेज़ चुभन, जब गर्भाशय बढ़ता है और उसे थामे रखने वाले ऊतक खिंचते हैं। कुछ को अपने लक्षण अभी से हल्के होते लग सकते हैं। आपके साथ जो भी हो, वह बिलकुल सामान्य है। सबसे मुश्किल हिस्सा लगभग पीछे छूट चुका है, और बहुत सी महिलाएँ जल्द ही फिर से अपने जैसा महसूस करने लगती हैं।	Week 10 aksar ek mod hota hai, aur bahut si mahilaon ke liye aane waale hafton mein symptoms halke padne lagte hain jab tum pehle trimester ke ant ke kareeb aati ho. Matli, thakaan aur sar dard abhi bhi tez ho sakte hain, aur kuch mahilaayein nayi takleefein bhi mehsoos karti hain, jaise pet ke neeche halki tez chubhan jab uterus badhta hai aur use sambhaalne waale tissues khinchte hain. Kuch ko apne symptoms pehle se halke hote mehsoos ho sakte hain. Tumhare saath jo bhi ho, woh bilkul normal hai. Tum sabse mushkil hisse se lagbhag nikal chuki ho, aur bahut si mahilaayein jald hi dobara khud jaisa mehsoos karne lagti hain.
You may notice your waist looking a little rounder, though for many women this is still mostly due to bloating and the growing uterus remaining within the pelvis. Veins on your breasts and tummy may look more visible as your blood volume keeps rising. Your skin might feel drier or spottier than usual, and some women begin to notice fine red thread-like lines called spider naevi, which are harmless and fade after birth. Small, steady signs that your body is working hard behind the scenes.	आपको अपनी कमर थोड़ी गोल लग सकती है, हालाँकि बहुत सी महिलाओं में यह अभी ज़्यादातर पेट फूलने और बढ़ते गर्भाशय की वजह से होता है, जो अभी pelvis के अंदर ही है। आपके स्तनों और पेट पर नसें पहले से ज़्यादा दिखने लग सकती हैं, क्योंकि आपके ख़ून की मात्रा बढ़ती जा रही है। आपकी त्वचा आम दिनों से ज़्यादा रूखी या दानों वाली लग सकती है, और कुछ महिलाओं को बारीक लाल धागे जैसी लकीरें दिखने लगती हैं, जिन्हें spider naevi कहते हैं — ये नुक़सान नहीं करतीं और जन्म के बाद ख़ुद ही मिट जाती हैं। छोटे-छोटे, लगातार संकेत कि आपका शरीर परदे के पीछे कितनी मेहनत कर रहा है।	Tumhein apni kamar thodi gol lag sakti hai, halaanki bahut si mahilaon ke liye yeh abhi zyadatar bloating aur badhte uterus ki wajah se hai, jo abhi pelvis ke andar hi hai. Tumhare breasts aur pet par nasein zyada dikhne lag sakti hain, kyunki tumhara blood volume badhta ja raha hai. Tumhari skin aam se zyada rookhi ya daane waali lag sakti hai, aur kuch mahilaayein baareek laal dhaage jaisi lakeerein dekhna shuru karti hain jinhe spider naevi kehte hain, jo nuksaandeh nahi hain aur delivery ke baad fade ho jaati hain. Chhote, lagataar sanket ki tumhara body parde ke peeche mehnat kar raha hai.
If sharp twinges in your lower belly catch you off guard, it is often caused by your growing uterus and the tissues supporting it stretching, not a sign of anything wrong. Move a little slower when you stand up or sit down, rest when you need to, and be patient with your changing skin and body.	अगर पेट के निचले हिस्से में तेज़ चुभन आपको अचानक पकड़ ले, तो यह अक्सर बढ़ते गर्भाशय और उसे थामे रखने वाले ऊतकों के खिंचने से होती है — किसी गड़बड़ी का संकेत नहीं। उठते या बैठते वक़्त थोड़ा धीरे चलिए, जब ज़रूरत लगे आराम कीजिए, और अपनी बदलती त्वचा और शरीर के साथ थोड़ा सब्र रखिए।	Agar pet ke neeche ki tez chubhan tumhein achanak pakad le, to yeh aksar tumhare badhte uterus aur use sambhaalne waale tissues ke khinchne se hoti hai, kisi gadbad ka sanket nahi. Uthte ya baithte waqt thoda dheere chalo, jab zaroorat ho aaram karo, aur apni badalti skin aur body ke saath sabr rakho.
Sharp, quick twinges low in your belly as your womb stretches.	गर्भाशय के खिंचने पर पेट के निचले हिस्से में तेज़, झटपट चुभन।	Womb ke khinchne par pet ke neeche tez, jhatpat chubhan.
As your womb grows, the ligaments supporting it stretch and tighten, sometimes causing a sudden, sharp twinge low in your belly or groin. It is often caused by your growing uterus and the tissues supporting it stretching quickly, triggered by movements like standing up, coughing or laughing. Moving a little more slowly, and resting when it happens, can help ease it.	जैसे-जैसे आपका गर्भाशय बढ़ता है, उसे थामे रखने वाले ligaments खिंचते और कसते हैं, जिससे कभी पेट के निचले हिस्से या जाँघ के जोड़ में अचानक तेज़ चुभन होती है। यह अक्सर बढ़ते गर्भाशय और उसे सँभालने वाले ऊतकों के तेज़ी से खिंचने से होती है, और उठने, खाँसने या हँसने जैसी हरकतों से शुरू होती है। थोड़ा धीरे चलना, और जब ऐसा हो तब रुककर आराम कर लेना, इसे हल्का करने में मदद करता है।	Jaise-jaise tumhara womb badhta hai, use sambhaalne waale ligaments khinchte aur kasste hain, jisse kabhi pet ke neeche ya groin mein achanak tez chubhan hoti hai. Yeh aksar tumhare badhte uterus aur use sambhaalne waale tissues ke tezi se khinchne se hoti hai, aur uthne, khaansne ya hansne jaisi harkaton se shuru hoti hai. Thoda dheere chalna, aur jab yeh ho tab aaram karna, ise halka karne mein madad karta hai.
More visible veins on your breasts and belly are common now.	स्तनों और पेट पर नसों का ज़्यादा दिखना अब आम है।	Breasts aur pet par nason ka zyada dikhna ab aam hai.
As your blood volume keeps rising to support your pregnancy, veins on your breasts and abdomen may become more visible than before. This is simply extra blood flow doing its job, and it isn't a cause for concern. It usually becomes less noticeable again after you give birth.	जैसे-जैसे गर्भावस्था को सँभालने के लिए आपके ख़ून की मात्रा बढ़ती है, आपके स्तनों और पेट पर नसें पहले से ज़्यादा दिख सकती हैं। यह बस बढ़ा हुआ ख़ून का बहाव अपना काम कर रहा है, और यह फ़िक्र की बात नहीं। जन्म के बाद ये आमतौर पर फिर से कम दिखने लगती हैं।	Jaise-jaise tumhara blood volume pregnancy ko support karne ke liye badhta hai, tumhare breasts aur pet par nasein pehle se zyada dikhne lag sakti hain. Yeh bas extra blood flow apna kaam kar raha hai, aur yeh fikr ki baat nahi hai. Delivery ke baad yeh aksar dobara kam dikhne lagti hain.
Dryness, spots, or fine red lines are all common right now.	रूखापन, दाने, या बारीक लाल लकीरें — सब अभी आम हैं।	Rookhapan, daane, ya baareek laal lakeerein, sab abhi aam hain.
Rising hormones can affect your skin in different ways this week. Some women notice dryness or a few extra spots, while some begin to notice fine, thread-like red lines called spider naevi on their chest or arms, though these are usually more common a little later on. Both are harmless and usually fade on their own after your baby arrives.	बढ़ते हार्मोन इस हफ़्ते आपकी त्वचा को अलग-अलग तरह से बदल सकते हैं। कुछ महिलाओं को रूखापन या थोड़े और दाने दिखते हैं, तो कुछ को अपने सीने या बाँहों पर बारीक, धागे जैसी लाल लकीरें दिखने लगती हैं, जिन्हें spider naevi कहते हैं — हालाँकि ये आमतौर पर थोड़ा आगे चलकर ज़्यादा दिखती हैं। दोनों ही नुक़सान नहीं करतीं और शिशु के आने के बाद आमतौर पर अपने आप मिट जाती हैं।	Badhte hormones is hafte tumhari skin ko alag-alag tareeke se badal sakte hain. Kuch mahilaayein rookhapan ya kuch extra daane dekhti hain, jabki kuch apne seene ya baahon par baareek, dhaage jaisi laal lakeerein dekhna shuru karti hain jinhe spider naevi kehte hain, halaanki yeh aksar thoda baad mein zyada aam hoti hain. Dono nuksaandeh nahi hain aur baby ke aane ke baad aksar apne aap fade ho jaati hain.
If your first prenatal visit hasn't happened yet, it's likely coming up very soon. Keep taking your prenatal vitamin, stay hydrated, and treat yourself gently as your body keeps changing.	अगर आपकी पहली prenatal विज़िट अभी तक नहीं हुई, तो वह शायद बहुत जल्द आने वाली है। अपना prenatal vitamin लेती रहिए, पानी पीती रहिए, और जैसे-जैसे शरीर बदलता जाए, ख़ुद के साथ नरमी बरतिए।	Agar tumhari pehli prenatal visit abhi tak nahi hui, to woh shayad bahut jald aane waali hai. Apna prenatal vitamin lete raho, paani peete raho, aur jab tumhara body badalta rahe to khud ke saath naram raho.
That queasy feeling that can come at any time of day. Many women begin noticing improvement from around this stage, though for others it continues into the second trimester.	वह जी मिचलाने जैसा एहसास, जो दिन के किसी भी वक़्त आ सकता है। बहुत सी महिलाओं को इसी पड़ाव के आसपास से सुधार दिखने लगता है, हालाँकि कुछ के लिए यह दूसरी तिमाही तक चलता है।	Woh ubkai jaisa ehsaas jo din ke kisi bhi waqt aa sakta hai. Bahut si mahilaayein is stage ke aaspaas sudhaar dekhna shuru karti hain, halaanki kuch ke liye yeh doosre trimester tak chalta hai.
Very common, though many women notice it beginning to ease this week.	बहुत आम, हालाँकि बहुत सी महिलाओं को इस हफ़्ते यह हल्की होती महसूस होती है।	Bahut aam, halaanki bahut si mahilaayein is hafte ise halka hota mehsoos karti hain.
Rising pregnancy hormones, especially hCG, have been behind the queasiness. As hCG eases past its peak, nausea often follows.	बढ़ते गर्भावस्था के हार्मोन, ख़ासकर hCG, इस जी मिचलाने के पीछे रहे हैं। जैसे-जैसे hCG अपने सबसे ऊँचे स्तर से नीचे आता है, मतली भी अक्सर पीछे-पीछे हल्की हो जाती है।	Badhte pregnancy hormones, khaaskar hCG, is ubkai ke peeche rahe hain. Jab hCG apne peak se neeche aata hai, matli bhi aksar peeche-peeche halki ho jaati hai.
If you cannot keep food or fluids down, or are losing weight, call your doctor.	अगर खाना या पानी अंदर टिक ही न पा रहा हो, या वज़न घट रहा हो, तो अपने डॉक्टर को फ़ोन कीजिए।	Agar khaana ya paani andar nahi tik pa raha, ya wazan ghat raha hai, to doctor ko call karo.
A heavy tiredness that can hit even after a full night\'s sleep. Common through this trimester.	एक भारी थकान, जो पूरी रात सोने के बाद भी आ सकती है। इस तिमाही भर आम है।	Ek bhaari thakaan jo poori raat sone ke baad bhi aa sakti hai. Is trimester bhar aam hai.
Very common, and still noticeable for many women at this stage.	बहुत आम, और इस पड़ाव पर बहुत सी महिलाओं को अब भी महसूस होती है।	Bahut aam, aur is stage par bahut si mahilaon ko abhi bhi mehsoos hoti hai.
Rising progesterone can make you feel sleepier, while your body uses extra energy to build the placenta and support your pregnancy.	बढ़ता progesterone आपको ज़्यादा नींद में रख सकता है, और साथ ही आपका शरीर placenta बनाने और गर्भावस्था को सँभालने में अलग से ऊर्जा लगाता है।	Badhta progesterone tumhein zyada neend mein rakh sakta hai, jabki tumhara body placenta banane aur pregnancy ko support karne mein extra energy lagata hai.
If tiredness feels extreme, or comes with breathlessness or dizziness, mention it to your doctor.	अगर थकान बहुत ज़्यादा लगे, या साँस फूलने या चक्कर के साथ आए, तो अपने डॉक्टर को बताइए।	Agar thakaan bahut zyada lage, ya saans phoolne ya chakkar ke saath aaye, to doctor ko bataao.
Fuller, heavier breasts with more visible veins as blood flow increases.	ख़ून का बहाव बढ़ने के साथ भरे, भारी स्तन और ज़्यादा दिखती नसें।	Blood flow badhne ke saath bhare, bhaari breasts aur zyada dikhti nasein.
Very common, and many notice ongoing growth and sensitivity this week.	बहुत आम, और बहुत सी महिलाओं को इस हफ़्ते लगातार बढ़ोतरी और छूने पर ज़्यादा नरमी महसूस होती है।	Bahut aam, aur bahut si mahilaayein is hafte lagataar badhotri aur sensitivity mehsoos karti hain.
Rising hormones increase blood flow to your breasts, which can make them feel fuller and more sensitive, with veins more visible underneath the skin.	बढ़ते हार्मोन आपके स्तनों में ख़ून का बहाव बढ़ा देते हैं, जिससे वे ज़्यादा भरे और नरम लग सकते हैं, और त्वचा के नीचे नसें ज़्यादा दिखती हैं।	Badhte hormones tumhare breasts mein blood flow badhaate hain, jisse woh zyada bhare aur sensitive lag sakte hain, aur skin ke neeche nasein zyada dikhti hain.
If you feel a lump, or notice unusual discharge, have it checked by your doctor.	अगर कोई गाँठ महसूस हो, या कोई अनोखा स्राव दिखे, तो अपने डॉक्टर से जाँच करवाइए।	Agar koi gaanth mehsoos ho, ya asaadhaaran discharge dikhe, to doctor se check karwao.
A dull ache in the head, often linked to hormones and blood flow. Common at this stage.	सिर में हल्का सा दर्द, अक्सर हार्मोन और ख़ून के बहाव से जुड़ा। इस पड़ाव पर आम है।	Sar mein halka dard, aksar hormones aur blood flow se juda. Is stage par aam hai.
Common in the first trimester, and can continue until around week 12.	पहली तिमाही में आम, और लगभग हफ़्ते 12 तक चल सकता है।	Pehle trimester mein aam, aur lagbhag week 12 tak chal sakta hai.
Rising hormones, increased blood volume, hunger and dehydration can all trigger headaches at this stage of pregnancy.	बढ़ते हार्मोन, ख़ून की बढ़ी हुई मात्रा, भूख और पानी की कमी — ये सब गर्भावस्था के इस पड़ाव पर सिर दर्द शुरू कर सकते हैं।	Badhte hormones, badha hua blood volume, bhookh aur paani ki kami, sab pregnancy ke is stage par sar dard shuru kar sakte hain.
If a headache is severe, will not go away, or comes with vision changes, call your doctor.	अगर सिर दर्द बहुत तेज़ हो, जा ही न रहा हो, या नज़र में बदलाव के साथ आए, तो अपने डॉक्टर को फ़ोन कीजिए।	Agar sar dard bahut tez ho, jaa hi na raha ho, ya nazar mein badlaav ke saath aaye, to doctor ko call karo.
More vaginal discharge than usual. Very common and usually a healthy sign.	आम दिनों से ज़्यादा योनि से स्राव। बहुत आम, और आमतौर पर सेहत का ही संकेत।	Aam se zyada vaginal discharge. Bahut aam, aur aksar ek healthy sanket.
Very common, and normal for most women throughout pregnancy.	बहुत आम, और ज़्यादातर महिलाओं के लिए पूरी गर्भावस्था भर सामान्य।	Bahut aam, aur zyadatar mahilaon ke liye poori pregnancy bhar normal.
Rising estrogen increases blood flow to the area, leading to more discharge, called leukorrhea. It's your body's normal protective response.	बढ़ता estrogen उस जगह ख़ून का बहाव बढ़ा देता है, जिससे स्राव ज़्यादा होता है — इसे leukorrhea कहते हैं। यह आपके शरीर का सामान्य, बचाव वाला जवाब है।	Badhta estrogen us jagah blood flow badhaata hai, jisse zyada discharge hota hai, jise leukorrhea kehte hain. Yeh tumhare body ka normal, bachaav waala jawaab hai.
If it smells strong, changes colour, or causes itching, tell your doctor.	अगर तेज़ गंध आए, रंग बदले, या खुजली हो, तो अपने डॉक्टर को बताइए।	Agar tez smell aaye, rang badle, ya khujli ho, to doctor ko bataao.
Rich in calcium and complete protein, supporting your baby's bones and your own health.	कैल्शियम और पूरे प्रोटीन से भरपूर, जो आपके शिशु की हड्डियों और आपकी अपनी सेहत, दोनों को सँभालता है।	Calcium aur poore protein se bharpoor, jo tumhare baby ki haddiyon aur tumhari apni sehat ko support karta hai.
Choose paneer made from pasteurised milk, and cook it well, especially if you're unsure how it was made.	pasteurised दूध से बना पनीर चुनिए, और उसे अच्छे से पकाइए — ख़ासकर तब, जब आपको पता न हो कि वह कैसे बना है।	Pasteurised doodh se bana paneer chuno, aur use acche se pakao, khaaskar agar tumhein pata na ho ki woh kaise bana hai.
Rich in calcium and protein, good for your baby's bones and your own health.	कैल्शियम और प्रोटीन से भरपूर, आपके शिशु की हड्डियों और आपकी अपनी सेहत के लिए अच्छा।	Calcium aur protein se bharpoor, tumhare baby ki haddiyon aur tumhari sehat ke liye accha.
Cooling and easy on the stomach, with calcium and gentle probiotics for your gut.	ठंडा और पेट पर हल्का — इसमें कैल्शियम है और हल्के probiotics, जो आपके हाजमे के लिए अच्छे हैं।	Thanda aur pet par halka, calcium aur naram probiotics ke saath tumhare gut ke liye.
Steady, slow-release energy that helps with digestion and keeps hunger in check.	स्थिर, धीरे-धीरे मिलने वाली ऊर्जा, जो हाजमे में मदद करती है और भूख को क़ाबू में रखती है।	Sthir, dheere-dheere milne waali energy jo hazme mein madad karti hai aur bhookh ko kaabu mein rakhti hai.
Vitamin C from oranges, sweet lime and amla helps your body absorb iron better.	संतरा, मौसमी और आँवला से मिलने वाला Vitamin C आपके शरीर को आयरन बेहतर सोखने में मदद करता है।	Santra, mosambi aur amla se milne waala Vitamin C tumhare body ko iron behtar absorb karne mein madad karta hai.
A gentle, quick source of energy that's easy to manage on queasy days.	ऊर्जा का एक नरम, झटपट ज़रिया, जो मतली वाले दिनों में भी आसानी से गले उतर जाता है।	Energy ka ek naram, turant zariya jo matli waale dinon mein aasaan rehta hai.
A small handful of almonds or walnuts adds healthy fats, folate and protein.	बादाम या अखरोट की एक छोटी सी मुट्ठी सेहतमंद चिकनाई, Folate और प्रोटीन देती है।	Badaam ya akhrot ki ek chhoti mutthi healthy fats, folate aur protein deti hai.
Palak and methi provide folate, iron and other important nutrients.	पालक और मेथी से Folate, आयरन और दूसरे ज़रूरी पोषक तत्व मिलते हैं।	Palak aur methi folate, iron aur doosre zaroori nutrients dete hain.
Can carry bacteria like salmonella or listeria, so cook everything thoroughly before eating.	इनमें salmonella या listeria जैसे बैक्टीरिया हो सकते हैं, इसलिए खाने से पहले सब कुछ अच्छी तरह पका लीजिए।	Insme salmonella ya listeria jaise bacteria ho sakte hain, isliye khaane se pehle sab kuch acche se pakao.
Avoid unpasteurised milk, paneer, and soft cheese, which may carry listeria bacteria; choose pasteurised options instead.	बिना pasteurise किया दूध, पनीर और soft cheese से बचिए — इनमें listeria बैक्टीरिया हो सकता है; इनकी जगह pasteurised चीज़ें चुनिए।	Bina pasteurise kiya doodh, paneer aur soft cheese se bacho, inmein listeria bacteria ho sakta hai; iske badle pasteurised options chuno.
Limit shark, swordfish and king mackerel, as mercury can affect your baby's developing brain.	shark, swordfish और king mackerel कम कीजिए, क्योंकि mercury आपके शिशु के बनते दिमाग़ पर असर डाल सकता है।	Shark, swordfish aur king mackerel kam karo, kyunki mercury tumhare baby ke ban rahe brain ko nuksaan pahuncha sakta hai.
