Spinach and leafy greens are excellent.	पालक और हरी पत्तेदार सब्ज़ियाँ बहुत बढ़िया हैं।
Rich in iron and folate; wash very well and cook it. Great for pregnancy.	इनमें Iron और Folate भरपूर हैं; बहुत अच्छी तरह धोकर पकाइए। गर्भावस्था के लिए बढ़िया।
Drumstick is fine cooked in moderation.	सहजन पका हुआ, सीमित मात्रा में ठीक है।
Nutritious in cooked dishes like sambar; enjoy in normal food amounts.	सांभर जैसे पके व्यंजनों में पौष्टिक; आम खाने की मात्रा में खाइए।
Brinjal is safe, cooked well.	बैंगन अच्छी तरह पका हुआ सुरक्षित है।
A normal vegetable; cook it properly. There is no need to avoid it.	एक सामान्य सब्ज़ी; ठीक से पकाइए। इससे बचने की कोई ज़रूरत नहीं।
Potato is safe in pregnancy.	गर्भावस्था में आलू सुरक्षित है।
A staple carbohydrate; just balance it with vegetables and protein.	रोज़ का एक carbohydrate; बस इसे सब्ज़ियों और protein के साथ संतुलित रखिए।
Tomatoes are safe and healthy.	टमाटर सुरक्षित और सेहतमंद है।
Rich in vitamins; wash well. Fine raw in salads made at home, or cooked.	विटामिन से भरपूर; अच्छी तरह धोइए। घर पर बने सलाद में कच्चा या पका, दोनों ठीक हैं।
Carrots are a healthy, safe vegetable.	गाजर एक सेहतमंद, सुरक्षित सब्ज़ी है।
Good for vitamin A and fibre; wash and peel before eating raw.	Vitamin A और fibre के लिए अच्छी; कच्ची खाने से पहले धोकर छील लीजिए।
Beetroot is safe and nourishing.	चुकंदर सुरक्षित और पोषक है।
Supports iron levels and adds natural colour; wash well.	Iron के स्तर में मदद करता है और क़ुदरती रंग देता है; अच्छी तरह धोइए।
Sprouts are best eaten cooked, not raw.	अंकुरित अनाज पकाकर खाना बेहतर है, कच्चा नहीं।
Raw sprouts can carry bacteria; lightly steaming or cooking them makes them much safer.	कच्चे अंकुरित अनाज में bacteria हो सकते हैं; हल्की भाप देना या पकाना इन्हें कहीं ज़्यादा सुरक्षित बना देता है।
Salads are healthy if washed very well.	सलाद बहुत अच्छी तरह धुला हो तो सेहतमंद है।
Raw vegetables are good, but wash them thoroughly with clean water; outside salads are the main risk.	कच्ची सब्ज़ियाँ अच्छी हैं, पर उन्हें साफ़ पानी से अच्छी तरह धोइए; असली ख़तरा बाहर के सलाद से है।
Cooked mushrooms are safe.	पके मशरूम सुरक्षित हैं।
Common edible mushrooms are fine when cooked well; avoid wild or unfamiliar ones.	आम खाने वाले मशरूम अच्छी तरह पके हों तो ठीक हैं; जंगली या अनजाने मशरूम मत खाइए।
Well-cooked eggs are a great protein.	अच्छी तरह पका अंडा protein का बढ़िया स्रोत है।
Cook until both white and yolk are firm; avoid runny or raw eggs.	सफ़ेदी और ज़र्दी दोनों जमने तक पकाइए; बहता हुआ या कच्चा अंडा मत खाइए।
Well-cooked chicken is safe and nourishing.	अच्छी तरह पका चिकन सुरक्षित और पोषक है।
A good protein; cook it thoroughly until no pink remains.	एक अच्छा protein; इतना पकाइए कि कहीं गुलाबी न बचे।
Well-cooked mutton is fine in moderation.	अच्छी तरह पका मटन सीमित मात्रा में ठीक है।
A good iron source; cook it thoroughly and keep portions reasonable as it is heavy.	Iron का अच्छा स्रोत; अच्छी तरह पकाइए और भारी होने की वजह से मात्रा सीमित रखिए।
Most cooked fish is healthy; limit high-mercury types.	ज़्यादातर पकी मछली सेहतमंद है; जिनमें Mercury ज़्यादा हो उन्हें सीमित रखिए।
Low-mercury fish like rohu are good for development; limit large fish such as king mackerel and shark.	रोहू जैसी कम Mercury वाली मछलियाँ शिशु के विकास के लिए अच्छी हैं; king mackerel और शार्क जैसी बड़ी मछलियाँ सीमित रखिए।
Well-cooked prawns are safe.	अच्छी तरह पके झींगे सुरक्षित हैं।
Fully cooked prawns and shrimp are fine; avoid raw or undercooked seafood.	पूरी तरह पके झींगे ठीक हैं; कच्चा या अधपका seafood मत खाइए।
Large high-mercury fish are best avoided.	ज़्यादा Mercury वाली बड़ी मछलियों से बचना बेहतर है।
Shark, swordfish and king mackerel can be high in mercury; choose smaller fish instead.	शार्क, swordfish और king mackerel में Mercury ज़्यादा हो सकता है; इनकी जगह छोटी मछलियाँ चुनिए।
Dal and lentils are excellent in pregnancy.	गर्भावस्था में दाल बहुत बढ़िया है।
A staple plant protein with fibre and iron; eat freely.	fibre और Iron के साथ रोज़ का वनस्पति protein; बेझिझक खाइए।
Soya is fine in moderation.	सोया सीमित मात्रा में ठीक है।
A useful protein in tofu, soya chunks or milk; keep to normal food amounts.	tofu, सोया चंक्स या सोया दूध में एक काम का protein; आम खाने की मात्रा तक रखिए।
Rajma and chana are healthy, protein-rich foods.	राजमा और चना सेहतमंद हैं, protein से भरपूर।
Beans and chickpeas give protein, fibre and iron; soak and cook well.	राजमा और छोले protein, fibre और Iron देते हैं; भिगोकर अच्छी तरह पकाइए।
Pasteurised milk is great in pregnancy.	गर्भावस्था में pasteurised दूध बढ़िया है।
A good source of calcium and protein; choose pasteurised or boiled milk.	Calcium और protein का अच्छा स्रोत; pasteurised या उबला हुआ दूध चुनिए।
Hard and pasteurised cheeses are fine; avoid soft unpasteurised ones.	सख़्त और pasteurised चीज़ ठीक हैं; बिना pasteurise किया soft cheese मत खाइए।
Cheddar and processed cheese are safe; avoid mould-ripened or unpasteurised soft cheeses.	Cheddar और processed cheese सुरक्षित हैं; फफूँद से पकाए गए या बिना pasteurise किए soft cheese मत खाइए।
Ghee and butter are fine in moderate amounts.	घी और मक्खन सीमित मात्रा में ठीक हैं।
Normal food fats that are fine in cooking; just keep the quantity sensible.	खाना पकाने में इस्तेमाल होने वाले आम fats, जो ठीक हैं; बस मात्रा समझदारी से रखिए।
Enjoy mithai from pasteurised mawa, in moderation.	pasteurised मावे की मिठाई सीमित मात्रा में खाइए।
Khoya sweets are fine occasionally if fresh and hygienic; the concern is adulteration, freshness and sugar.	खोये की मिठाई ताज़ा और साफ़ हो तो कभी-कभार ठीक है; चिंता मिलावट, ताज़गी और चीनी की है।
Oats are a wonderful pregnancy breakfast.	ओट्स गर्भावस्था का एक बेहतरीन नाश्ता है।
High in fibre, they help digestion and keep you full; pair with milk and fruit.	इसमें fibre ज़्यादा है, यह पाचन में मदद करता है और पेट भरा रखता है; दूध और फल के साथ लीजिए।
Poha is a light, safe meal.	पोहा एक हल्का, सुरक्षित खाना है।
Easy to digest and can be made iron-rich; a gentle everyday option.	आसानी से पचता है और इसे Iron से भरपूर बनाया जा सकता है; रोज़ का एक सौम्य विकल्प।
Instant noodles are fine as an occasional treat.	इंस्टेंट नूडल्स कभी-कभार की ख़ुशी के तौर पर ठीक हैं।
Low in nutrition and high in salt; enjoy once in a while, ideally with added veg and egg.	पोषण कम और नमक ज़्यादा; कभी-कभार खाइए, हो सके तो सब्ज़ी और अंडा डालकर।
Samosa, pakora and the like are fine occasionally.	समोसा, पकौड़ा वग़ैरह कभी-कभार ठीक हैं।
Tasty but oily; enjoy now and then, ideally freshly made and hygienic.	स्वादिष्ट पर तैलीय; कभी-कभी खाइए, हो सके तो ताज़ा बना और साफ़-सुथरा।
Foods made of maida are fine in moderation.	मैदे से बनी चीज़ें सीमित मात्रा में ठीक हैं।
Refined flour has little fibre; balance it with whole grains and vegetables.	मैदे में fibre कम होता है; इसे साबुत अनाज और सब्ज़ियों से संतुलित कीजिए।
Pickle is fine in small amounts.	अचार थोड़ी मात्रा में ठीक है।
It adds flavour but is very high in salt and oil; a little is okay.	यह स्वाद देता है पर इसमें नमक और तेल बहुत ज़्यादा होता है; थोड़ा सा ठीक है।
A few strands of saffron are fine.	केसर के कुछ रेशे ठीक हैं।
Saffron in milk in tiny culinary amounts is fine; there is no need for large quantities.	दूध में खाने भर की थोड़ी सी केसर ठीक है; ज़्यादा मात्रा की कोई ज़रूरत नहीं।
Haldi doodh in normal amounts is comforting and safe.	आम मात्रा में हल्दी वाला दूध सुकून देता है और सुरक्षित है।
Turmeric in cooking and a cup of haldi milk is fine; avoid very large supplement doses.	खाने में हल्दी और एक कप हल्दी वाला दूध ठीक है; सप्लीमेंट की बहुत बड़ी ख़ुराक मत लीजिए।
Jaggery is a fine natural sweetener in moderation.	गुड़ सीमित मात्रा में एक अच्छा क़ुदरती मीठा है।
Often preferred over white sugar and may support iron; still a sugar, so keep it moderate.	सफ़ेद चीनी से बेहतर माना जाता है और Iron में मदद कर सकता है; फिर भी है तो चीनी ही, इसलिए मात्रा सीमित रखिए।
Everyday cooking spices and herbs are safe.	रोज़ के मसाले और जड़ी-बूटियाँ सुरक्षित हैं।
Normal culinary amounts of jeera, dhania, ajwain, hing and garlic are fine; only avoid very large medicinal doses.	जीरा, धनिया, अजवाइन, हींग और लहसुन खाने भर की आम मात्रा में ठीक हैं; सिर्फ़ दवा जैसी बहुत बड़ी ख़ुराक से बचिए।
Use normal amounts of salt; avoid excess.	नमक आम मात्रा में लीजिए; ज़्यादा मत कीजिए।
Some salt is needed, but high salt can worsen swelling and blood pressure; use iodised salt.	थोड़ा नमक ज़रूरी है, पर ज़्यादा नमक सूजन और blood pressure बढ़ा सकता है; iodised नमक इस्तेमाल कीजिए।
Sugar is fine in moderation.	चीनी सीमित मात्रा में ठीक है।
Enjoy sweet things in modest amounts; too much adds empty calories and affects blood sugar.	मीठा थोड़ी मात्रा में खाइए; ज़्यादा होने पर सिर्फ़ ख़ाली कैलोरी बढ़ती है और blood sugar पर असर पड़ता है।
Raw-fish sushi is best avoided.	कच्ची मछली वाली sushi से बचना बेहतर है।
Raw seafood can carry bacteria and parasites; cooked or vegetarian sushi is a safer choice.	कच्चे seafood में bacteria और परजीवी हो सकते हैं; पकी या शाकाहारी sushi ज़्यादा सुरक्षित विकल्प है।
Raw or undercooked meat should be avoided.	कच्चा या अधपका माँस नहीं खाना चाहिए।
It can carry infections like toxoplasma; always cook meat thoroughly.	इसमें toxoplasma जैसे संक्रमण हो सकते हैं; माँस हमेशा अच्छी तरह पकाइए।
Heat cold cuts until steaming before eating.	cold cuts खाने से पहले भाप निकलने तक गरम कीजिए।
Ready-to-eat cold meats can carry listeria; heating them through makes them safer.	सीधे खाने वाले ठंडे माँस में listeria हो सकता है; अच्छी तरह गरम करने से यह ज़्यादा सुरक्षित हो जाता है।
Leftovers are fine if stored and reheated properly.	बचा हुआ खाना ठीक से रखा और गरम किया जाए तो ठीक है।
Refrigerate promptly and reheat until piping hot; avoid food that has been left out for long.	तुरंत फ़्रिज में रखिए और एकदम गरम होने तक दोबारा गरम कीजिए; देर तक बाहर रखा खाना मत खाइए।
Spicy food is fine if it agrees with you.	तीखा खाना आपको सूट करता हो तो ठीक है।
It will not harm the baby; it may worsen heartburn for some, so adjust to your comfort.	यह शिशु को नुक़सान नहीं पहुँचाएगा; कुछ लोगों की सीने की जलन बढ़ सकती है, इसलिए अपनी सुविधा से तय कीजिए।
Chyawanprash is generally fine in small daily amounts.	च्यवनप्राश रोज़ थोड़ी मात्रा में आम तौर पर ठीक है।
A traditional tonic that is usually okay; check with your doctor if unsure about the ingredients.	एक पारंपरिक टॉनिक जो आम तौर पर ठीक रहता है; सामग्री को लेकर शक हो तो डॉक्टर से पूछ लीजिए।
Homemade milkshakes are a nice, safe treat.	घर के बने मिल्कशेक एक अच्छी, सुरक्षित ख़ुशी हैं।
Made with pasteurised milk and fruit they are nourishing; go easy on added sugar.	pasteurised दूध और फल से बने हों तो पोषक हैं; ऊपर से चीनी कम रखिए।
Freshly made juice at home is fine.	घर पर ताज़ा बना जूस ठीक है।
Drink it fresh and hygienically made; whole fruit is even better for the fibre.	ताज़ा और साफ़-सुथरा बना हुआ पीजिए; fibre के लिए साबुत फल और भी बेहतर है।
Packaged juices are okay occasionally.	पैकेट वाले जूस कभी-कभार ठीक हैं।
They are high in sugar and low in fibre; fresh fruit or fresh juice is better.	इनमें चीनी ज़्यादा और fibre कम होता है; ताज़ा फल या ताज़ा जूस बेहतर है।
Lemon water is safe and refreshing.	नींबू पानी सुरक्षित है और ताज़गी देता है।
Hydrating and can ease nausea; a lovely everyday drink.	शरीर में पानी बनाए रखता है और मतली कम कर सकता है; रोज़ का एक प्यारा पेय।
Sugarcane juice is fine if hygienic and fresh.	गन्ने का रस साफ़ और ताज़ा हो तो ठीक है।
Refreshing and energy-giving; the concern is roadside hygiene, so prefer clean, fresh sources.	ताज़गी और ऊर्जा देता है; चिंता सड़क किनारे की सफ़ाई की है, इसलिए साफ़, ताज़ा जगह से लीजिए।
Lassi made from fresh curd is safe and cooling.	ताज़े दही की लस्सी सुरक्षित है और ठंडक देती है।
A probiotic, calcium-rich drink; sweet or salted, made hygienically.	Probiotics और Calcium से भरपूर पेय; मीठी हो या नमकीन, बस साफ़-सफ़ाई से बनी हो।
Energy drinks are best avoided.	एनर्जी ड्रिंक से बचना बेहतर है।
They are high in caffeine and stimulants that are not recommended in pregnancy.	इनमें caffeine और उत्तेजक तत्व ज़्यादा होते हैं, जो गर्भावस्था में सुझाए नहीं जाते।
Check each herbal tea before drinking.	कोई भी herbal चाय पीने से पहले जाँच लीजिए।
Some herbs are not advised in pregnancy; ginger and mild ones are usually fine, but confirm the blend.	कुछ जड़ी-बूटियाँ गर्भावस्था में नहीं सुझाई जातीं; अदरक और हल्की चीज़ें आम तौर पर ठीक हैं, पर मिश्रण ज़रूर देख लीजिए।
Homemade fruit smoothies are nourishing.	घर की बनी फलों की स्मूदी पोषक होती है।
A great way to get fruit, curd and nuts; make them fresh and hygienic.	फल, दही और मेवे एक साथ लेने का बढ़िया तरीक़ा; ताज़ा और साफ़-सुथरा बनाइए।
Kombucha is best avoided in pregnancy.	गर्भावस्था में Kombucha से बचना बेहतर है।
It is fermented, sometimes unpasteurised and slightly alcoholic, so it is safer to skip.	यह किण्वित होता है, कभी-कभी बिना pasteurise किया, और इसमें थोड़ी शराब भी होती है, इसलिए छोड़ देना ज़्यादा सुरक्षित है।
Diet sodas are okay occasionally.	डाइट सोडा कभी-कभार ठीक है।
Artificial sweeteners are generally considered fine in small amounts, but these drinks add little value.	बनावटी मिठास थोड़ी मात्रा में आम तौर पर ठीक मानी जाती है, पर इन पेयों से फ़ायदा कुछ ख़ास नहीं।
Aam panna is a safe, cooling summer drink.	आम पन्ना गर्मियों का एक सुरक्षित, ठंडक देने वाला पेय है।
Hydrating and good for the heat; make it fresh and hygienically.	शरीर में पानी बनाए रखता है और गर्मी में अच्छा है; ताज़ा और साफ़-सफ़ाई से बनाइए।
Badam milk is a nourishing, safe drink.	बादाम दूध एक पोषक, सुरक्षित पेय है।
Milk with almonds gives calcium and good fats; lovely warm or cold.	बादाम वाला दूध Calcium और अच्छे fats देता है; गरम हो या ठंडा, दोनों बढ़िया।
Decaf coffee is a good low-caffeine choice.	Decaf कॉफ़ी कम caffeine वाला एक अच्छा विकल्प है।
It has very little caffeine, so it is gentle; a nice swap if you miss coffee.	इसमें caffeine बहुत कम होता है, इसलिए यह नरम है; कॉफ़ी की याद आए तो एक अच्छा विकल्प।
Jaljeera is safe and aids digestion.	जलजीरा सुरक्षित है और पाचन में मदद करता है।
A cumin-based drink that can settle the stomach; make it hygienically.	जीरे से बना पेय जो पेट को शांत कर सकता है; साफ़-सफ़ाई से बनाइए।
ORS and electrolyte drinks help when you are dehydrated.	शरीर में पानी की कमी हो तो ORS और electrolyte वाले पेय मदद करते हैं।
Useful in heat, vomiting or weakness; use standard ORS as directed.	गर्मी, उल्टी या कमज़ोरी में काम आते हैं; मानक ORS बताए तरीक़े से लीजिए।
Only take aspirin if your doctor prescribes it.	Aspirin सिर्फ़ तभी लीजिए जब आपके डॉक्टर लिखें।
Low-dose aspirin is sometimes prescribed in pregnancy, but it should never be self-started.	गर्भावस्था में कम ख़ुराक वाली Aspirin कभी-कभी दी जाती है, पर इसे कभी अपने आप शुरू नहीं करना चाहिए।
Ask your doctor before taking allergy medicines.	allergy की दवा लेने से पहले अपने डॉक्टर से पूछिए।
Some antihistamines are used in pregnancy, but confirm the choice and dose with your doctor.	कुछ antihistamines गर्भावस्था में इस्तेमाल होते हैं, पर कौन सा और कितनी ख़ुराक, यह डॉक्टर से पक्का कर लीजिए।
Most simple antacids are fine for heartburn.	सीने की जलन के लिए ज़्यादातर सादे antacids ठीक हैं।
Calcium or magnesium based antacids are commonly used; follow the label, and your doctor if you need them often.	Calcium या Magnesium वाले antacids आम तौर पर इस्तेमाल होते हैं; लेबल के हिसाब से लीजिए, और बार-बार ज़रूरत पड़े तो डॉक्टर से पूछिए।
Acidity tablets like pantoprazole need your doctor okay.	Pantoprazole जैसी अम्लता की गोलियों के लिए डॉक्टर की हामी चाहिए।
These are sometimes used in pregnancy; take them on medical advice rather than on your own.	ये गर्भावस्था में कभी-कभी इस्तेमाल होती हैं; इन्हें अपने आप लेने के बजाय डॉक्टर की सलाह पर लीजिए।
Vitamin C from food or a prescribed dose is fine.	खाने से मिलने वाला Vitamin C या डॉक्टर की लिखी ख़ुराक ठीक है।
Helpful for immunity and iron absorption; avoid very high supplement doses unless advised.	रोग-प्रतिरोधक क्षमता और Iron सोखने में मददगार; सलाह न हो तो सप्लीमेंट की बहुत बड़ी ख़ुराक मत लीजिए।
Prenatal multivitamins are usually recommended.	गर्भावस्था के multivitamins आम तौर पर सुझाए जाते हैं।
Take a pregnancy-specific multivitamin as advised; avoid stacking extra high-dose vitamins on top.	गर्भावस्था के लिए बना multivitamin सलाह के मुताबिक़ लीजिए; उसके ऊपर से और बड़ी ख़ुराक वाले विटामिन मत जोड़िए।
Omega-3 (DHA) supplements are commonly recommended.	Omega-3 (DHA) सप्लीमेंट आम तौर पर सुझाए जाते हैं।
They support brain and eye development; take a pregnancy-safe one as advised.	ये दिमाग़ और आँखों के विकास में मदद करते हैं; गर्भावस्था के लिए सुरक्षित वाला, सलाह के मुताबिक़ लीजिए।
Vitamin B12 is fine and often recommended.	Vitamin B12 ठीक है और अक्सर सुझाया जाता है।
Important for you and your baby, especially on a vegetarian diet; take it as advised.	आपके और आपके शिशु के लिए ज़रूरी, ख़ासकर शाकाहारी खाने पर; सलाह के मुताबिक़ लीजिए।
Anti-nausea medicines should be doctor-prescribed.	मतली की दवा डॉक्टर की लिखी हुई होनी चाहिए।
Medicines like ondansetron are used for severe vomiting, but only on medical advice.	Ondansetron जैसी दवाएँ तेज़ उल्टी में इस्तेमाल होती हैं, पर सिर्फ़ डॉक्टर की सलाह पर।
Doxylamine for morning sickness needs a prescription.	सुबह की मतली के लिए Doxylamine डॉक्टर की पर्ची से ही लेनी चाहिए।
A common, doctor-prescribed option for nausea, often with vitamin B6; use as directed.	मतली के लिए डॉक्टर की लिखी एक आम दवा, अक्सर Vitamin B6 के साथ; बताए तरीक़े से लीजिए।
Check with your doctor before any cough syrup.	कोई भी खाँसी का सिरप लेने से पहले अपने डॉक्टर से पूछिए।
Some contain ingredients best avoided in pregnancy; your doctor can suggest a safe one.	कुछ में ऐसी चीज़ें होती हैं जिनसे गर्भावस्था में बचना बेहतर है; आपके डॉक्टर एक सुरक्षित सिरप बता सकते हैं।
Plain throat lozenges are generally fine.	सादी गले की गोलियाँ आम तौर पर ठीक हैं।
Simple menthol or honey-lemon lozenges are okay for a sore throat; avoid medicated ones without advice.	गले में ख़राश के लिए सादी menthol या शहद-नींबू वाली गोलियाँ ठीक हैं; बिना सलाह दवा वाली मत लीजिए।
Vicks and balms for external use are generally fine.	बाहर लगाने वाले Vicks और बाम आम तौर पर ठीक हैं।
Applied on the skin or used for steam they are usually okay; do not swallow them.	त्वचा पर लगाने या भाप लेने में आम तौर पर ठीक हैं; इन्हें निगलिए मत।
Try diet and fluids first; ask before laxatives.	पहले खाने और पानी से कोशिश कीजिए; जुलाब लेने से पहले पूछिए।
Fibre, water and isabgol help constipation; stronger laxatives need medical advice.	fibre, पानी और ईसबगोल क़ब्ज़ में मदद करते हैं; तेज़ जुलाब के लिए डॉक्टर की सलाह चाहिए।
Isabgol is a safe option for constipation.	क़ब्ज़ के लिए ईसबगोल एक सुरक्षित विकल्प है।
A gentle fibre that eases constipation; take it with plenty of water.	एक सौम्य fibre जो क़ब्ज़ में राहत देता है; इसे ख़ूब पानी के साथ लीजिए।
Probiotics are generally considered safe.	Probiotics आम तौर पर सुरक्षित माने जाते हैं।
Curd and probiotic supplements can help digestion; choose a reputable one.	दही और probiotic सप्लीमेंट पाचन में मदद कर सकते हैं; भरोसेमंद ब्रांड चुनिए।
Ashwagandha is best avoided in pregnancy.	गर्भावस्था में अश्वगंधा से बचना बेहतर है।
This herb is traditionally not recommended during pregnancy; skip it unless your doctor says otherwise.	यह जड़ी-बूटी परंपरागत रूप से गर्भावस्था में नहीं सुझाई जाती; जब तक आपके डॉक्टर न कहें, इसे छोड़ दीजिए।
Check any ayurvedic or herbal medicine with your doctor.	कोई भी आयुर्वेदिक या जड़ी-बूटी की दवा अपने डॉक्टर से पूछकर लीजिए।
Natural does not always mean safe in pregnancy, and product quality varies; confirm first.	क़ुदरती होने का मतलब गर्भावस्था में हमेशा सुरक्षित नहीं होता, और उत्पादों की गुणवत्ता अलग-अलग होती है; पहले पक्का कर लीजिए।
Discuss homeopathic remedies with your doctor.	होम्योपैथी की दवाओं के बारे में अपने डॉक्टर से बात कीजिए।
If you use homeopathy, let your doctor know; do not stop prescribed medicines for it.	अगर आप होम्योपैथी लेती हैं तो डॉक्टर को बताइए; इसके लिए लिखी हुई दवाएँ बंद मत कीजिए।
Avoid sleeping pills unless prescribed.	नींद की गोलियाँ डॉक्टर की लिखी हुई न हों तो मत लीजिए।
Most sedatives are not recommended; speak to your doctor about safe ways to sleep better.	ज़्यादातर नींद की दवाएँ नहीं सुझाई जातीं; बेहतर नींद के सुरक्षित तरीक़ों के बारे में अपने डॉक्टर से बात कीजिए।
These painkillers are generally avoided in pregnancy.	ये दर्द की दवाएँ गर्भावस्था में आम तौर पर नहीं ली जातीं।
