1872	ब्रांड का लिंक जल्द
1873	एक ParentVeda लॉन्च
1874	फ़ैसला चाहिए
1875	यह नोट सिर्फ़ debug build में दिखता है। माता-पिता इसे कभी नहीं देखते।
1876	शोध वाले पन्ने पर प्रायोजन
1877	Compare टूल पर प्रायोजन
1878	यहाँ हर ब्रांड काल्पनिक है
1879	Premiere के पास कोई ब्रांड फ़िल्म नहीं
1880	Sampling ऐसी माँगें जमा करता है जो पूरी नहीं हो सकतीं
1881	अभी नहीं
1882	इसका मतलब क्या है
1883	मुफ़्त नमूना
1884	आपकी जानकारी कहाँ जाती है
1885	हम इसे कहाँ भेजें?
1886	ParentVeda इस पते का इस्तेमाल यह नमूना भेजने के लिए कर सकता है।
1887	आप सूची में हैं
1888	कब पहुँचेगा
1889	शुक्रिया — दर्ज कर लिया।
1890	मकान/फ़्लैट, गली, इलाक़ा, शहर, PIN
1891	ParentVeda से जुड़ने के लिए स्कैन कीजिए
1892	गर्भावस्था और शुरुआती सालों के लिए हफ़्ते-दर-हफ़्ते मार्गदर्शन।
1893	ParentVeda+
1894	1 मुफ़्त परामर्श
1895	गर्भावस्था और उसके बाद के हर पड़ाव के लिए सौम्य, विशेषज्ञ मार्गदर्शन।
1896	50,000+ माता-पिता की पसंद
1897	मैं अभी हूँ
1898	ऊपर तारीख़ डालिए — बाक़ी सब उसी के हिसाब से बनता है।
1899	किस डॉक्टर के रूप में साइन इन करें?
1900	जोड़ने का कोड
1901	आपको आपके पार्टनर से जोड़ा जा रहा है…
1903	हम यहाँ हैं ताकि आप उनका साथ दे सकें और उनके सफ़र को बेहतर समझ सकें।
1904	सब तैयार है!
1905	ParentVeda परिवार में स्वागत है। आपका सफ़र अभी से शुरू। 💜
1906	कोई निमंत्रण कोड है?
1907	पहले डिलीवरी की तारीख़ या जन्मदिन डालिए।
1908	यह आप बाद में Profile से भी कर सकती हैं।
1909	WhatsApp पर अपडेट
1910	अपनी साप्ताहिक गाइड WhatsApp पर पाइए। आपकी मर्ज़ी।
1911	पता नहीं? अपनी डिलीवरी की तारीख़ निकालिए
1912	ट्रांसफ़र के समय embryo की उम्र
1913	स्कैन के समय gestational age
1914	अपनी डिलीवरी की तारीख़ निकालिए
1915	आपको जो पता है वह बताइए — हिसाब हम लगा देंगे।
1916	आपको क्या पता है?
1917	अनुमानित डिलीवरी तारीख़
1918	यही तारीख़ रखें
1919	मैं माँ हूँ
1920	मैं पिता हूँ
1921	मैं डॉक्टर हूँ
1922	जैसे 0XOS1U
1923	सार पढ़ें
1924	किसी भी विचार को खोलने के लिए टैप कीजिए।
1925	किसी अध्याय की मुख्य बातें देखने के लिए टैप कीजिए।
1926	ParentVeda की राय
1927	मुख्य बातें
1928	वापस
1929	पंद्रह प्रीमियम ब्रांड प्रोडक्ट, साथ में Certification। हर एक असली ऐप में असली जगह पर है — "दिखाइए" दबाकर उसे वहीं जाकर देखिए।
1930	डेमो पार्टनर
1931	असली साझेदारी नहीं — समीक्षा के लिए रखे गए नमूने।
1932	दिखाइए
1933	अभी बना नहीं
1934	आपका देखभाल का घेरा
1935	हर हफ़्ते, प्रमाण पर टिका साथ।
1936	Care Partner (debug)
1937	ParentVeda में स्वागत है
1938	आपका ख़याल रखने वाले किसी ने आपको यहाँ भेजा है।
1939	आगे बढ़ें
1940	आज आपके लिए
