33	Glucose screening (अक्सर Glucose Tolerance Test, GTT) आम तौर पर 24 से 28 हफ़्ते के बीच होता है। आप एक नापी हुई मीठी ड्रिंक पीती हैं और उसके पहले और कुछ घंटे बाद blood sugar जाँची जाती है। यह देखता है कि गर्भावस्था में शरीर sugar को कैसे सँभालता है और gestational diabetes के लिए स्क्रीन करता है।
34	Fasting glucose
35	ड्रिंक से पहले, रात भर बिना खाए, आपकी blood sugar।
36	1-hour / 2-hour value
37	Glucose ड्रिंक के बाद आपकी blood sugar। शरीर को इसे lab range में वापस ले आना चाहिए।
38	सामान्य बनाम बढ़ा हुआ
39	Lab range के अंदर के मान भरोसा देते हैं। ज़्यादा मान gestational diabetes दिखा सकते हैं — खानपान, निगरानी और कभी दवा से आसानी से सँभलता है।
40	HbA1c
41	कभी जाँचा जाता है — यह पिछले हफ़्तों की औसत blood sugar दिखाता है।
42	Growth scan एक अल्ट्रासाउंड है, आम तौर पर लगभग 28 हफ़्ते से और सिर्फ़ सलाह होने पर, जो शिशु का आकार, आस-पास का तरल, और cord व placenta में blood flow (Doppler) नापता है। यह देखता है कि डिलीवरी की तारीख़ पास आते-आते शिशु अच्छे से बढ़ रहा है और पर्याप्त पोषण पा रहा है।
43	EFW (Estimated Fetal Weight)
44	नाप से शिशु के वज़न का अंदाज़ा। यह एक अंदाज़ा है, पक्का आँकड़ा नहीं।
45	Centile (जैसे 50th)
46	आपका शिशु दूसरों के मुक़ाबले कहाँ है। समय के साथ अपनी ही curve पर चलना एक नंबर से ज़्यादा मायने रखता है।
47	AFI / liquor
48	शिशु के आस-पास तरल की मात्रा — सामान्य, ज़्यादा या कम बताई जाती है।
49	Doppler (PI / RI)
50	Cord और नाड़ियों में blood-flow की जाँच। सामान्य flow placenta और पोषण के बारे में भरोसा देता है।
51	Presentation (cephalic / breech)
52	शिशु किस तरफ़ है। कई शिशु पूरे समय तक सिर-नीचे (cephalic) हो जाते हैं।
53	Group B Streptococcus (GBS) एक आम bacteria है जो कई महिलाएँ बिना नुक़सान के साथ रखती हैं। एक आसान swab, आम तौर पर लगभग 36–37 हफ़्ते, देखता है कि डिलीवरी की तारीख़ के पास आप इसे साथ रखती हैं या नहीं। अगर हाँ, तो प्रसव के दौरान antibiotics शिशु तक पहुँचने का छोटा ख़तरा बहुत कम कर देते हैं। GBS होना आम है और यह आपमें कोई संक्रमण नहीं है।
54	Positive / carrier
55	GBS मिला। यह आम है और आपमें संक्रमण नहीं — बस एहतियात के तौर पर प्रसव में antibiotics दिए जाते हैं।
56	Negative
57	इस swab पर GBS नहीं मिला।
58	यह क्यों मायने रखता है
59	यह बस आपकी टीम को जन्म के समय शिशु को सुरक्षित रखने की योजना बनाने में मदद करता है।
